,name,instructions,ingredients
329,Best Hummus,"Place the chickpeas in a medium saucepan and add the baking soda. Cover the chickpeas by several inches of water, then bring the mixture to a boil over high heat. Continue boiling, reducing heat if necessary to prevent overflow, for about 20 minutes, or until the chickpeas look bloated, their skins are falling off, and they’re quite soft. In a fine-mesh strainer, drain the chickpeas and run cool water over them for about 30 seconds. Set aside (no need to peel the chickpeas for this recipe!). Meanwhile, in a food processor or high-powered blender, combine the lemon juice, garlic and salt. Process until the garlic is very finely chopped, then let the mixture rest so the garlic flavor can mellow, ideally 10 minutes or longer. Add the tahini to the food processor and blend until the mixture is thick and creamy, stopping to scrape down any tahini stuck to the sides and bottom of the processor as necessary. While running the food processor, drizzle in 2 tablespoons ice water. Scrape down the food processor, and blend until the mixture is ultra smooth, pale and creamy. (If your tahini was extra-thick to begin with, you might need to add 1 to 2 tablespoons more ice water.) Add the cumin and the drained, over-cooked chickpeas to the food processor. While blending, drizzle in the olive oil. Blend until the mixture is super smooth, scraping down the sides of the processor as necessary, about 2 minutes. Add more ice water by the tablespoon if necessary to achieve a super creamy texture. Taste, and adjust as necessary—I almost always add another ¼ teaspoon salt for more overall flavor and another tablespoon of lemon juice for extra zing. Scrape the hummus into a serving bowl or platter, and use a spoon to create nice swooshes on top. Top with garnishes of your choice, and serve. Leftover hummus keeps well in the refrigerator, covered, for up to 1 week.","1 can (15 ounces) chickpeas, rinsed and drained, or 1 ½ cups cooked chickpeas; ½ teaspoon baking soda (if you’re using canned chickpeas); ¼ cup lemon juice (from 1 ½ to 2 lemons), more to taste; 1 medium-to-large clove garlic, roughly chopped; ½ teaspoon fine sea salt, to taste; ½ cup tahini; 2 to 4 tablespoons ice water, more as needed; ½ teaspoon ground cumin; 1 tablespoon extra-virgin olive oil; Any of the following garnishes:  drizzle of olive oil or zhoug sauce, sprinkle of ground sumac or paprika, chopped fresh parsley"
330,Shrimp Tacos,"In a medium bowl whisk together olive oil, garlic, cumin, chili and onion powders, and salt. Add in shrimp and toss to coat completely. Cover and refrigerate for at least 10 minutes or up to 24 hours. Heat a large heavy-duty or cast iron skillet on high heat for 2 minutes. Add the olive oil and shrimp. Cook shrimp in a skillet over medium-high heat until pink and cooked through, about 5 minutes. Turn off heat and finish with a squeeze of lime (optional). Combine tomato, avocado, jalapeno, salt, pepper, lime juice, and cilantro in a small bowl and stir to combine. Set aside. (If not using right away, place a piece of plastic wrap inside the bowl and directly over salsa to prevent discoloration and refrigerate.) Stir the sour-cream with cilantro and lime juice in a small bowl; set aside. Grill tortillas on stovetop over the flame until lightly charred (this step is optional). Spoon avocado salsa generously over warm tortillas, then top with 3 shrimp and drizzle with sour cream sauce. Serve tacos with lime wedges on the side. Enjoy!!"," 1  pound (about 25) medium shrimp, peeled and deveined;  1 1/2 tablespoon olive oil;  1 clove garlic, minced;  1/2 teaspoon ground cumin;  1/2 teaspoon chili powder;  1/4 teaspoon onion powder, optional;  1/4 teaspoon kosher salt;  1 tablespoon olive oil;  squeeze of lime, optional;  1  tomato, seeded and chopped;  1 avocado, peeled, seeded and cut into chunks;  1 jalapeno, seeded and chopped;  1/2 teaspoon salt;  1/4 teaspoon black pepper;  1 tablespoon fresh lime juice, from half a lime;  1/4 cup loosely packed fresh cilantro leaves, coarsely chopped;  1/4 cup sour cream;  2 tablespoons finely chopped cilantro;  1 tablespoon fresh lime juice;  8 small flour tortillas, corn tortillas can also be used"
331,Grilled Tandoori Chicken,"Prepare the tandoori marinade by blending everything except the yogurt, food colouring and chicken in a food processor. Process until a smooth paste is formed. Blend in the yogurt and, if desired, a few drops of red food colouring. Mix the marinade in with the chicken drumsticks and marinate in the fridge for a minimum of 2 hours. Cook using indirect grilling on grill set to medium heat for 30 minutes or until the internal temperature reads 175-180F.  Move the chicken to be over the heat and use direct grilling for a couple minutes per side to crisp up the skin.",16 chicken drumsticks; 2 cups yogurt; 6 cloves garlic; 2 inch ginger peeled; 2 tbsp garam masala; 2 tsp cumin; 1 1/2 tsp turmeric; 1 1/2 tsp paprika; 1 1/2 tsp coriander powder; 1/2 tsp ground cardamom; 1 tsp cayenne pepper; 2 tsp salt; 1 tsp pepper; 1/4 cup lemon juice; red food colouring (optional)
332,Slow Cooker Spaghetti Sauce,"Dice the onion and mince the garlic. Place both in a 3 quart or larger slow cooker. Add the crushed tomatoes, tomato paste, basil, oregano, brown sugar, balsamic vinegar, and butter to the slow cooker. Stir everything together well. Place the lid on the slow cooker and cook on high for four hours or low for eight hours. After cooking, give it a good stir, then add salt to taste. Start with just ½ tsp of salt and add more if needed (I added 1 tsp). Use the sauce immediately, refrigerate, or freeze for later. ",1 yellow onion; 4 cloves garlic; 2 28oz. cans crushed tomatoes; 1 6oz. can tomato paste; 1 Tbsp dried basil; 1.5 tsp dried oregano; 1 Tbsp brown sugar; 1 Tbsp balsamic vinegar; 4 Tbsp butter; 1 tsp salt (or to taste)
333,Cream Cheese Icing for Cinnamon Rolls,"In a large mixing bowl or stand mixer fitted with the whisk attachment, combine cream cheese, butter, powdered sugar and heavy cream on low until smooth. Optional: Add up to 2 teaspoons of your favorite extract. Using an icing spatula or butter knife, smooth onto warm cinnamon rolls or warm in a microwave safe syrup jar or large measuring cup and stir to pour over room temperature rolls.",4 ounces cream cheese softened to room temperature; ½ cup butter softened to room temperature; 2 cups powdered sugar; 2 tablespoons heavy cream or milk
334,Ginger Scallion Chicken Bowls,"In a large bowl combine the napa cabbage, purple cabbage, yellow and red bell pepper.In a medium skillet, saute the mushrooms in the oil until golden brown, about 8-10 minutes. Once golden, remove and add to the cabbage mixture along with the shredded chicken breasts.Combine the ingredients for the Ginger Scallion sauce in a bowl. Put half of the sauce aside to use for drizzling, and combine the remaining half with the cabbage and chicken mixture and toss to combine.Prep the toppings, sliced cucumber, steamed white rice tossed with 1-2 tablespoons of rice wine vinegar, sliced avocados and romaine lettuce.Arrange the 6 bowl and fill equally with piles of the rice, cucumber, sliced avocado, shredded romaine and the chicken mixture. Drizzle with remaining sauce. Serve as needed.",▢ ½ head napa cabbage shredded; ▢ ½ head head purple cabbage shredded; ▢ 1 yellow bell pepper cut into matchsticks; ▢ 1 red bell pepper cut into matchsticks; ▢ 6 ounces shitake mushrooms sliced; ▢ 2 tablespoons avocado oil; ▢ 2 cups shredded rotisserie chicken; ▢ 1 bunch  scallions thinly sliced (about 1 ¼ cup total); ▢ 1  3-inch piece of ginger peeled and very finely minced; ▢ 4 cloves garlic minced; ▢ 4 teaspoons toasted sesame oil; ▢ 8 tablespoons soy sauce; ▢ 4 tablespoons rice vinegar; ▢ ⅓ cup avocado oil for frying; ▢ 1 teaspoon red pepper flakes; ▢ 1 english cucumber sliced; ▢ 3 cups cooked white rice; ▢ 1-2 tablespoons rice wine vinegar; ▢ 2 avocados thinly sliced; ▢ 2-3 cups thinly shredded romaine lettuce
335,Basil Chicken Stir-Fry,"Vigorously stir 1 lb. ground chicken, 1 Tbsp. vegetable oil, ½ tsp. baking soda, ¼ tsp. Diamond Crystal or Morton kosher salt, and 2 Tbsp. water in a medium bowl until mixture is smooth and beginning to stick to sides of bowl; set chicken mixture aside. Stir ¼ cup oyster sauce, 3 Tbsp. hot chili paste (such as sambal oelek), 1 Tbsp. fish sauce, and 2 tsp. light or dark brown sugar in a small bowl and set aside. Heat remaining 3 Tbsp. vegetable oil in a large cast-iron or nonstick skillet over medium-high. Cook 3 large shallots, thinly sliced, stirring occasionally with a wooden spoon or heatproof rubber spatula, until softened and golden in spots, about 4 minutes. Add reserved ground chicken mixture and spread into an even layer. Cook, undisturbed, until beginning to set, about 4 minutes. Break up meat with spoon into small pieces. Pour reserved oyster sauce mixture over and cook, stirring often, until most of the liquid is evaporated and sauce is clinging to meat. Add 6 oz. holy basil or sweet basil leaves to pan (it will seem like a lot) and let wilt slightly. Remove pan from heat and toss until basil is completely wilted. Taste and season with salt if needed. Serve stir-fry with steamed rice and lime wedges for squeezing over.","1 lb. ground chicken; 4 Tbsp. vegetable oil, divided; ½ tsp. baking soda; ¼ tsp. Diamond Crystal or Morton kosher salt, plus more; ¼ cup oyster sauce; 3 Tbsp. hot chili paste (such as sambal oelek); 1 Tbsp. fish sauce; 2 tsp. light or dark brown sugar; 3 large shallots, thinly sliced; 6 oz. holy basil or sweet basil leaves;  Steamed rice and lime wedges (for serving)"
336,"Squash, sage & chestnut rolls","Preheat the oven to 200ºC/400°F/gas 6. Deseed the squash and cut into 8 wedges, then place in a roasting tray and sprinkle over the chilli, drizzle with oil and season. Toss well, spread evenly and roast for 35 to 40 minutes. Remove and cool. Peel and finely chop the onion and garlic, pick the sage leaves and roughly chop the chestnuts. Finely grate the Parmesan. Add a drizzle of oil to a pan and place over a medium heat. Fry the onions for 10 minutes, until soft, then add the garlic, sage and chestnuts. Continue to fry for 3 to 4 minutes, then add to a large bowl. Remove the skin from the squash and mash the flesh together with the Parmesan, then season. Dust a clean surface with flour and roll your pastry into a 30cm x 45cm rectangle, about 5mm thick and cut into two equal pieces. Beat the egg, then brush the longer side of each piece of pastry with the egg. Place your filling down the centre, then fold the pastry over, using egg to seal the edges (press down with a fork). Cut each into 8 equal-sized pieces and place on a lined baking tray. Brush with the egg and bake for 20 to 25 minutes until crisp and golden.","1 kg butternut squash; 1 teaspoon dried chilli; olive oil; 1 onion; 4 cloves of garlic; ½ bunch of fresh sage; 200 g vac-packed chestnuts; 30 g Parmesan cheese; plain flour , for dusting; 500 g all-butter puff pastry; 1 large free-range egg"
337,Granola Dust energy balls,"Put 2 tablespoons of Granola Dust aside in a shallow bowl or airtight container and set aside. Place the remaining Granola Dust in a food processor with the honey, cocoa powder and vanilla extract, then zest in the orange and squeeze in half of the juice. Blitz for 1 to 2 minutes, stopping to scrape down the sides a couple of times, and adding an extra squeeze of orange juice to bind, if needed – it takes a while for the mixture to come together, so be patient and let the processor work its magic. With wet hands, divide into 18 and roll into balls, dropping them into the remaining Granola Dust as you go. Shake to coat, storing them in the excess dust until needed. They’ll keep happily for up to 2 weeks in an airtight container.",200 g Granola Dust; 1 tablespoon runny honey; 1 heaped tablespoon cocoa powder; 1 teaspoon vanilla extract; 1 orange
338,White Wine Sauce,"In large saucepan, heat olive oil over medium. Add garlic, red pepper and sauté until golden (about a minute). Add salt, pepper, wine and butter. Stir 2 minutes, remove from heat and toss with pasta, chicken, scallops or shrimp. Bring a pot of water to a boil. Prepare noodles al dente. Garnish with parsley and fresh grated parmesan.",2 teaspoons minced garlic; ¼ cup olive oil; 5 tablespoons butter; ½ teaspoon crushed red pepper; 1 teaspoon salt; ½ teaspoon pepper fresh ground; ½ cup white wine; 1 pound pasta; ½ cup parsley for garnishing; ½ cup parmesan fresh grated
339,Seasoned Green Beans,"In a skillet over medium heat, add butter and allow to melt. Add green beans, onion powder, garlic powder and black pepper. Sauté 6-8 minutes or until they achieve the desired tenderness. Salt to taste.","2 tablespoons unsalted butter; 1 pound green beans fresh, trimmed; ½ teaspoon onion powder; ½ teaspoon garlic powder; ¼ teaspoon black pepper thick flakes of fresh ground black pepper preferred"
340,Merry mac ’n’ cauliflower cheese,"Preheat the oven to 180°C/350°F/gas 4. Click off and discard any tatty outer leaves from the cauliflower, then cook whole in a large high-sided pan of boiling water for 5 minutes. Tip in the macaroni and cook for a further 5 minutes, then drain and steam dry. Peel and finely slice the garlic, trim and finely slice the spring onions and strip the thyme leaves, then place in a large non-stick frying pan with the butter and 1 tablespoon of oil. Cook for a few minutes, or until softened, then finely grate in half the nutmeg. Stir in the flour and cook for 2 minutes, then gradually add the milk, stirring continuously. Bring to the boil, then reduce to a simmer for 5 minutes, or until starting to thicken, stirring occasionally. Remove from the heat, add the mustard and coarsely grate in the cheese, then stir to combine. Remove the stalk and leaves from the cauliflower, finely chop and place in a round ovenproof baking dish (roughly 25cm). Sit the whole cauliflower on top. Spoon the cooked pasta in and around the cauliflower, then pour the sauce all over on top, gently mixing to coat the pasta. Bake for 30 minutes, or until golden and bubbling.","1 head of cauliflower , (800g); 250 g dried macaroni; 2 cloves of garlic; 2 spring onions; ½ a bunch of fresh thyme , (10g); 30 g unsalted butter; olive oil; 1 whole nutmeg , for grating; 50 g plain flour; 800 ml semi-skimmed milk; 1 teaspoon English mustard; 200 g red Leicester cheese"
